"","id","Data.source.citation","Class","Order","Family","Genus","Species","Sub.species","Authority","Common.Name","Location.of.population","Country.list","Region","Decimal.Latitude","Decimal.Longitude","Are.coordinates.for.specific.location.","system","biome","realm","Native","Alien","Invasive","Units","Sampling.method","Data.transformed","mu","lCI","uCI","sigma^2","tau^2","x0","Start","End"
"824",2045," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii","pallasii","Valenciennes, 1847","Pacific herring","Craig, Alaska","United States","North America",55.48333,-133.15,FALSE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Number of eggs/millions","SPA","No",0.0232327248446485,-0.100261997006007,0.146727446695304,0.0476393571804766,2.11651157983585e-09,0.0804924532598989,1,13
"825",2046," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii","pallasii","Valenciennes, 1847","Pacific herring","East Bering Sea","United States","North America",58,-160,FALSE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Spawning stock biomass / thousand tonnes/millions","SPA","No",0.0105570530288765,-0.0949439910738762,0.116058097131629,0.034768232935479,5.67192061188336e-11,0.0776100629096317,1,13
"826",2047," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii","pallasii","Valenciennes, 1847","Pacific herring","North Western coast of Vancouver Island","Canada","North America",49.5,-126.75,TRUE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Spawning stock biomass / million tonnes","SPA","No",-0.011276012380249,-0.139225582660081,0.116673557899583,0.0639229450456293,4.55789838704827e-09,0.172394611435842,1,16
"827",2048," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii","pallasii","Valenciennes, 1847","Pacific herring","Northern Strait of Georgia","Canada","North America",49.5,-124,FALSE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Spawning stock biomass / million tonnes","SPA","No",0.0100923633740847,-0.0775477955732626,0.0977325223214321,0.0284726977448708,0.0149109930594498,0.448143684378409,1,16
"828",2049," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii","pallasii","Valenciennes, 1847","Pacific herring","Prince Rupert District","Canada","North America",54.5,-130.25,FALSE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Tonnes/millions","SPA","No",0.0399310687046882,-0.020365013636596,0.100227151045972,0.0141957156532311,3.77216202172106e-09,0.189586802393563,1,16
"829",2051," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii","pallasii","Valenciennes, 1847","Pacific herring","Queen Charlotte Islands","Canada","North America",52.5,-131.5,FALSE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Spawning stock biomass / million tonnes","SPA","No",-0.0220380158918606,-0.140973689893768,0.0968976581100471,0.055233605265817,5.17671670726105e-10,0.447437356784546,1,16
"830",2053," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii","pallasii","Valenciennes, 1847","Pacific herring","Revilla Channel (Kah Shakes) Alaska","United States","North America",55.21667,-131.25,FALSE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Spawning stock biomass / trillions of eggs","SPA","No",-0.0833333319851179,-0.167208126361104,0.000541462390868372,0.0219751595997896,7.19725387043947e-10,0.607389555010369,1,13
"831",2054," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii","pallasii","Valenciennes, 1847","Pacific herring","Seymour canal, Alaska","United States","North America",57.65,-133.75,FALSE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Spawning stcok biomass /trillions of eggs","SPA","No",0.0678661615980547,-0.0846508226555073,0.220383145851617,0.0726616944937323,4.09974793708247e-10,0.301982323188092,1,13
"832",2055," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii","pallasii","Valenciennes, 1847","Pacific herring","Sitka, Alaska","United States","North America",57,-135.5,FALSE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Spawning stock biomass /trillions of eggs","SPA","No",0.0186346477118565,-0.113818584186177,0.151087879609891,0.0776357724470352,2.97629627622038e-08,0.058262289491395,1,18
"833",2056," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii","pallasii","Valenciennes, 1847","Pacific herring","South Western coast of Vancouver Island","Canada","North America",49,-126,TRUE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Spawning stock biomass / million tonnes","SPA","No",-0.0643021325910406,-0.165902896639003,0.0372986314569215,0.0403063121446059,1.80055714752887e-10,0.690584246374075,1,16
"834",2058," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii","pallasii","Valenciennes, 1847","Pacific herring","Yellow Sea","International Waters","International Waters",35.11667,124.98333,FALSE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Spawning stock biomass / millions of fish","SPA","No",-0.086893804201014,-0.189445080826266,0.0156574724242377,0.0155218120205268,0.0398411158581339,0.677684423791002,1,9
"835",2059," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","mordax",NA,"Girard, 1854","Northern anchovy","California","United States","North America",34,-121,TRUE,"Marine","Unknown","Tropical and subtropical Indo-Pacific","Yes","No","No","Spawning stock biomass /thousand tonnes","Stock synthesis","No",0.00513428130104357,-0.183772382340182,0.194040944942269,0.111471451520525,4.14742673511565e-09,0.714186391098822,1,13
"836",2060," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","ringens",NA,"Jenyns, 1842","Anchoveta / Common anchovy / Peruvian anchovetta","N/C stock, Peru","Peru","Latin America and Caribbean",-9,-79,TRUE,"Marine","Unknown","Tropical and subtropical Indo-Pacific","Yes","No","No","Spawning stock biomass / tonnes","SPA","No",-0.0570326275793847,-0.583002670034396,0.468937414875627,0.360063797176064,8.75007175319784e-07,1.00999782268996,1,6
"837",2061," Witherell, D. (2000). Groundfish of the Bering Sea and Aleutian Islands Area: Species Profiles 2001. Anchorage., North Pacific Fishery Management Council.","Actinopterygii","Gadiformes","Gadidae","Gadus","macrocephalus",NA,"Tilesius, 1810","Pacific cod","Bering Sea and Aleutian Islands.","United States","North America",56,-168,FALSE,"Marine","Unknown","Pacific north temperate","Yes","No","No","biomass in metric tonnes","Survey sample","No",-0.0689492330116453,-0.128697781757661,-0.0092006842656297,0.0130097997313689,7.89984183511221e-10,1.07894922786424,1,15
"838",2062," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Gadiformes","Gadidae","Gadus","macrocephalus",NA,"Tilesius, 1810","Pacific cod","East Bering Sea","United States","North America",58,-160,FALSE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Spawning stcok biomass / thousand tonnes","SPA","No",-0.166813723728224,-0.244399869484878,-0.089227577971571,0.0091873553652892,0.00067142743194946,1.00919885555825,1,7
"839",2063," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Gadiformes","Gadidae","Gadus","macrocephalus",NA,"Tilesius, 1810","Pacific cod","Hecate Strait","Canada","North America",52.5,-130.5,TRUE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Spawning stcok biomass/tonnes","SPA","No",-0.0262495856053567,-0.372807869593408,0.320308698382694,0.208988872797382,0.0381395224488436,0.980608111311551,1,8
"840",2064," Witherell, D. (2000). Groundfish of the Bering Sea and Aleutian Islands Area: Species Profiles 2001. Anchorage., North Pacific Fishery Management Council.","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossoides","elassodon",NA,"Jordan & Gilbert, 1880","Flathead sole","East Bering Sea","United States","North America",58,-160,FALSE,"Marine","Unknown","Pacific north temperate","Yes","No","No","biomass in metric tonnes","Survey sample","No",0.00652525898355582,-0.139273710877342,0.152324228844453,0.0774684376311744,8.32920144433712e-09,0.0854930035576415,1,15
"841",2065," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus","stenolepis",NA,"Schmidt, 1904","Pacific halibut","N Pacific","International Waters","International Waters",50,-135,FALSE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Spawning stcok biomass/tonnes","SPA","No",0.200000000802058,0.11207691806217,0.287923083541946,0.0100615216944354,4.23705632946849e-10,-0.148054633272251,1,6
"842",2066," Witherell, D. (2000). Groundfish of the Bering Sea and Aleutian Islands Area: Species Profiles 2001. Anchorage., North Pacific Fishery Management Council.","Actinopterygii","Pleuronectiformes","Pleuronectidae","Lepidopsetta","bilineata",NA,"(Ayres, 1855)","Rock sole","East Bering Sea","United States","North America",58,-160,FALSE,"Marine","Unknown","Pacific north temperate","Yes","No","No","biomass in metric tonnes","Survey sample","No",0.0382036108723596,-0.0502327954942144,0.126640017238933,0.026803707554944,0.0158447312995397,0.038205748696863,1,15
"843",2067," Witherell, D. (2000). Groundfish of the Bering Sea and Aleutian Islands Area: Species Profiles 2001. Anchorage., North Pacific Fishery Management Council.","Actinopterygii","Pleuronectiformes","Pleuronectidae","Limanda","aspera",NA,"(Pallas, 1814)","Yellowfin sole","East Bering Sea and Aleutian Islands","United States","North America",56,-168,FALSE,"Marine","Unknown","Pacific north temperate","Yes","No","No","biomass in metric tonnes","Survey sample","No",-0.0324710211394234,-0.108746035359888,0.0438039930810412,0.0179502608553302,0.0399723825624957,0.729850517715761,1,15
"844",2069," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Pleuronectiformes","Pleuronectidae","Limanda","aspera",NA,"(Pallas, 1814)","Yellowfin sole","W Kamchatka shelf","Russian Federation","Asia",55,-155,TRUE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Spawning stock biomass/millions of eggs","SPA","No",0.166666666990296,-0.0654661097322746,0.398799443712866,0.0841612215436732,5.85022592394401e-09,-0.0594813535327028,1,7
"845",2071," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Pleuronectiformes","Pleuronectidae","Limanda","proboscidea",NA,"Gilbert, 1896","Longhead dab","W Kamchatka shelf","Russian Federation","Asia",55,155,TRUE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Spawning stcok biomass/million eggs","SPA","No",0.0555185145417694,-0.0530859564456736,0.164122985529212,2.38464341289875e-08,0.128953173552797,0.266738568134852,1,8
"846",2072," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Pleuronectiformes","Pleuronectidae","Limanda","sakhalinensis",NA,"Hubbs, 1915","Sakhalin flounder / Sakhalin sole","West Kamchatka Shelf","Russian Federation","Asia",55,155,TRUE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Spawning stock biomass/million eggs","SPA","No",-0.0488551168957535,-0.336016674804619,0.238306441013112,0.145660120746711,0.0172721544944014,0.677646425314391,1,8
"847",2073," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","gayi","gayi","(Guichenot, 1848)","South Pacific hake / Peruvian hake","Northern Zone, Chile.","Chile","Latin America and Caribbean",-21,-70.25,TRUE,"Marine","Unknown","Tropical and subtropical Indo-Pacific","Yes","No","No","Spawning stcok biomass/thousand tonnes","SPA","No",0.136011904439133,0.101204876730492,0.170818932147774,6.78661728675404e-10,0.0132455769798444,0.0912499973669949,1,8
"848",2074," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","gayi","gayi","(Guichenot, 1848)","South Pacific hake / Peruvian hake","South Central Zone, Chile.","Chile","Latin America and Caribbean",-38,-74,TRUE,"Marine","Unknown","South temperate and Antarctic","Yes","No","No","Spawning stock biomass/thousand tonnes","SPA","No",0.0831014667257023,-0.0409332697442887,0.207136203195693,0.034022572898793,0.0107452109220696,0.180946541137843,1,10
"849",2076,"Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","productus",NA,"(Ayres, 1855)","North Pacific hake","Western US and Canada","International Waters","International Waters",47.64,-127.79,FALSE,"Marine","Unknown","Tropical and subtropical Indo-Pacific","Yes","No","No","Spawning stock biomass/thousand tonnes","Stock synthesis","No",-0.00539021016815132,-0.0968077297100411,0.0860273093737385,0.0391578837958388,1.27338190008418e-08,0.0421759871801276,1,19
"850",2077," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Perciformes","Sparidae","Pagrus","auratus",NA,"(Forster, 1801)","New Zealand snapper","Hauraki gulf/Bay of Plenty, New Zealand","New Zealand","Oceania",-36,170,FALSE,"Marine","Unknown","South temperate and Antarctic","Yes","No","No","Spawning stock biomass/tonnes","RV","No",0.0106321211660904,-0.102764158760202,0.124028401092383,0.0665457777164527,0.00420050376616454,0.712463977916504,1,21
"851",2078," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Perciformes","Sparidae","Pagrus","auratus",NA,"(Forster, 1801)","New Zealand snapper","New Zealand SNA 8","New Zealand","Oceania",-37,173.5,FALSE,"Marine","Unknown","South temperate and Antarctic","Yes","No","No","Spawning stock biomass/tonnes","Catch per unit effort and mark-recapture","No",-0.0422695612857275,-0.0817074029506228,-0.00283171962083207,0.00728763545648304,5.55499868382217e-11,0.804146633677918,1,19
"852",2079," DFO (1999). English Sole Hecate Strait (Areas DC/5). DFO Science Stock Status Report.","Actinopterygii","Pleuronectiformes","Pleuronectidae","Parophrys","vetulus",NA,"Girard, 1854","English sole","Hecate Strait (Area DC/5), Canada.","Canada","North America",52.5,-130.5,TRUE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Biomass (tonnes)","Catch per unit effort","No",-0.0156607352871783,-0.112445720504002,0.0811242499296457,0.0496674531168119,0.0206171287599518,0.971508059267736,1,22
"853",2080," Lowe, S., J. Ianelli, et al. (2010). Assessment of the Atka mackerel stock in the Bering Sea/Aleutian Islands. Stock assessment and fishery evaluation report for the groundfish resources of the Bering sea/Aleutian islands regions. The Plan Team for the Groundfish Fisheries of the Bering Sea and Aleutian Islands. Anchorage, North Pacific Fishery Management Council.","Actinopterygii","Scorpaeniformes","Hexagrammidae","Pleurogrammus","monopterygius",NA,"(Pallas, 1810)","Atka mackerel","Aleutian Islands","United States","North America",56,-176,FALSE,"Marine","Unknown","Pacific north temperate","Yes","No","No","biomass in metric tonnes","Survey sample","No",0.0114440172378817,-0.0639658383239913,0.0868538727997547,0.0399675787505895,8.4963364178001e-14,0.273955488905969,1,28
"854",2081," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronectes","quadrituberculatus",NA,"Pallas, 1814","Alaska plaice","West Kamchatka shelf","Russian Federation","Asia",55,155,TRUE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Spawning stock biomass/million eggs","SPA","No",0.0844415693122893,-0.519013851079497,0.687896989704076,0.473952660624084,3.62371809029224e-05,0.00999354994492684,1,6
"855",2082," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Gadiformes","Gadidae","Theragra","chalcogramma",NA,"(Pallas, 1814)","Alaska pollock / Walleye pollock","East Bering Sea","United States","North America",59,165,FALSE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Spawning stock biomass/million tonnes","SPA","No",0.0174129576130912,-0.144361147975741,0.179187063201923,0.0817498737639617,3.09514314059952e-08,0.0970646307817233,1,13
"856",2086," Ianelli, J. N., T. K. Wilderbuer, et al. (2010). Assessment of Greenland Turbot in the Eastern Bering Sea and Aleutian Islands. North Pacific Groundfish Stock Assessments. A. F. S. Center. Alaska, US Dept of Commerce, NOAA.: 52.","Actinopterygii","Pleuronectiformes","Pleuronectidae","Reinhardtius","hippoglossoides",NA,"(Walbaum, 1792)","Greenland halibut","East Bering Sea and Aleutian Islands","United States","North America",56,-168,TRUE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Spawning stock biomass/tonnes of females","Stock synthesis","No",-0.0294117647058823,-0.0351635066348147,-0.02366002277695,0.000292796282116644,8.65494629053636e-29,0.997736433192535,1,35
"857",2088," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Clupeiformes","Clupeidae","Sardinops","sagax",NA,"(Jenyns, 1842)","Pacific sardine / South American pilchard","Northern Zone","Chile","Latin America and Caribbean",-21,-70.5,TRUE,"Marine","Unknown","Tropical and subtropical Indo-Pacific","Yes","No","No","Spawning stock biomass/tonnes","SPA","No",-0.109560899477209,-0.222844484835569,0.00372268588115099,0.0300652164862811,8.79836244339562e-10,1.11956090245105,1,10
"858",2089," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Clupeiformes","Clupeidae","Sardinops","sagax",NA,"(Jenyns, 1842)","Pacific sardine / South American pilchard","Gulf of California, United States","United States","North America",29,-112.5,TRUE,"Marine","Unknown","Tropical and subtropical Indo-Pacific","Yes","No","No","Spawning stock biomass / number of individuals age 1-6","SPA","No",0.0924322203414496,-0.0641816557925845,0.249046096475484,0.0510785156539185,2.4828954549002e-08,0.0100000256828554,1,9
"859",2090," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Clupeiformes","Clupeidae","Sardinops","sagax",NA,"(Jenyns, 1842)","Pacific sardine / South American pilchard","Japan E","Japan","Asia",35.08333,140.28333,TRUE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Spawning stock biomass/millions","SPA","No",0.0589643601871564,-0.0199701573413216,0.137898877715634,7.55659619427985e-08,0.0973128652215042,0.256556159984143,1,9
"860",2091," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Clupeiformes","Clupeidae","Sardinops","sagax",NA,"(Jenyns, 1842)","Pacific sardine / South American pilchard","Sea of Japan","Japan","Asia",40,135,TRUE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Spawning stock biomass/ten thousand tonnes","SPA","No",0.1602564280294,-0.0474964075000526,0.368009263558852,0.0674113406479474,2.95111587709005e-08,0.0099999803561191,1,7
"861",2092," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Perciformes","Scombridae","Scomber","japonicus",NA,"Houttuyn, 1782","Chub mackerel","Pacific coast of Japan","Japan","Asia",36,142,FALSE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Spawning stock biomass/thousand tonnes of eggs","Egg survey","No",-0.0840034523516965,-0.157996662684748,-0.0100102420186451,0.0147537975808897,0.00632672056262198,0.920597562871582,1,12
"862",2094," Witherell, D. (2000). Groundfish of the Bering Sea and Aleutian Islands Area: Species Profiles 2001. Anchorage., North Pacific Fishery Management Council.| Spencer, P. D. and J. N. Ianelli (2008). PACIFIC OCEAN PERCH. Stock assessment and fishery evaluation report for the groundfish resources of the Bering sea/Aleutian islands regions. The Plan Team for the Groundfish Fisheries of the Bering Sea and Aleutian Islands. Anchorage, North Pacific Fishery Management Council.| Spencer, P. D. and J. N. Ianelli (2010). Assessment of Pacific ocean perch in the Bering Sea/Aleutian Islands. NPFMC Bering Sea and Aleutian Islands SAFE. Chapter 11.","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","alutus",NA,"(Gilbert, 1890)","Pacific ocean perch","Aleutian Islands","United States","North America",52,-176,FALSE,"Marine","Unknown","Pacific north temperate","Yes","No","No","biomass in metric tonnes","Survey sample","No",0.0361171412171331,0.0138209524530399,0.0584133299812263,0.00326702387555462,0.00537516887937168,0.030002263722921,1,28
"863",2095," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","alutus",NA,"(Gilbert, 1890)","Pacific ocean perch","Aleutian Islands","United States","North America",52,-176,FALSE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Spawning stock biomass/tonnes of females","SPA","No",0.0706762290379771,0.0268278805108681,0.114524577565086,0.00650635401224694,1.99258533355674e-10,-0.0303704228728941,1,14
"864",2096," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","alutus",NA,"(Gilbert, 1890)","Pacific ocean perch","Goose Island Gully, British Columbia","Canada","North America",51.28333,-129,TRUE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Spawning stock biomass/tonnes","SPA","No",0.0325375684200401,-0.0146291729165822,0.0797043097566624,0.0110030510696366,1.80249140143342e-08,0.229511052606823,1,20
"865",2097," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","alutus",NA,"(Gilbert, 1890)","Pacific ocean perch","Gulf of Alaska, Alaska","United States","North America",58,-145,TRUE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Spawning stock biomass/tonnes of females","SPA","No",0.0249173243726757,-0.0473293509078752,0.0971639996532265,0.0190218005962112,1.40127511564435e-10,0.328424412315014,1,15
"866",2098," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","alutus",NA,"(Gilbert, 1890)","Pacific ocean perch","US West Coast","United States","North America",45.5,-125,FALSE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Spawning stock biomass/Millions of eggs","SPA","No",-0.0620708664389297,-0.0866356253818323,-0.0375061074960272,0.00251323357191736,4.35002607957316e-11,1.07207086673151,1,17
"867",2099,"Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","entomelas",NA,"(Jordan & Gilbert, 1880)","Widow rockfish","W US and Canada","Canada, United States","North America",47.64,-127.79,FALSE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Trillion oocytes","Stock synthesis","No",-0.199999996251299,-0.260007459765803,-0.139992532736794,0.00468671309802021,8.7845466734412e-10,1.00999999062825,1,6
"868",2100," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastolobus","alascanus",NA,"Bean, 1890","Shortspine thornyhead","Gulf of Alaska, Alaska","United States","North America",50,-140,FALSE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Spawning stock biomass/tonnes","SPA","No",-0.0476190476472292,-0.0786074024126485,-0.0166306928818098,0.00524933380285394,4.20194969011989e-11,1.04393885046111,1,22
"869",2101," Ianelli, J. N. and D. H. Ito (1999). Status of Gulf of Alaska Thornyheads (Sebastolobus sp.) in 1998. North Pacific Groundfish Stock Assessments. A. F. S. Center. Alaska, NOAA: 32.","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastolobus","alascanus",NA,"Bean, 1890","Shortspine thornyhead","Gulf of Alaska  ","United States","North America",56,-147,TRUE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Biomass (5+ females)","Estimate","No",-0.0454545457764697,-0.0683748862086804,-0.0225342053442589,0.0030085182475343,1.2080583960167e-09,1.01180128888832,1,23
"870",2103," Ianelli, J. N., S. J. Barbeaux, et al. (2010). Assessment of the Walleye Pollock Stock in the Eastern Bering Sea  . North Pacific Groundfish Stock Assessments. A. S. F. Center. Alaska, US Dept of Commerce, NOAA.","Actinopterygii","Gadiformes","Gadidae","Theragra","chalcogramma",NA,"(Pallas, 1814)","Alaska pollock / Walleye pollock","East Bering Sea","United States","North America",58,-160,FALSE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Biomass (age 1+ millions of tons)","Survey estimate","No",-0.015640540431116,-0.0695079866230672,0.0382269057608351,0.0116895081512391,0.0333738926220678,0.450576054505843,1,19
"871",2104," Witherell, D. (2000). Groundfish of the Bering Sea and Aleutian Islands Area: Species Profiles 2001. Anchorage., North Pacific Fishery Management Council.","Actinopterygii","Gadiformes","Gadidae","Theragra","chalcogramma",NA,"(Pallas, 1814)","Alaska pollock / Walleye pollock","East Bering Sea","United States","North America",58,-160,FALSE,"Marine","Unknown","Pacific north temperate","Yes","No","No","biomass in metric tonnes","Survey sample","No",-0.00244658659274649,-0.151361161732422,0.146467988546929,0.0865871663010249,4.43845301675731e-09,0.989446411305549,1,16
"872",2105," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Gadiformes","Gadidae","Theragra","chalcogramma",NA,"(Pallas, 1814)","Alaska pollock / Walleye pollock","East Kamchatka","Russian Federation","Asia",53.5,163,TRUE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Spawning stock biomass/millions of fish","SPA","No",-0.0500576733667764,-0.449525521763776,0.349410175030223,0.207692836621288,5.43412937072278e-09,0.829377173214964,1,6
"873",2106," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Gadiformes","Gadidae","Theragra","chalcogramma",NA,"(Pallas, 1814)","Alaska pollock / Walleye pollock","Gulf of Alaska, Alaska","United States","North America",58,-145,TRUE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Spawning stock biomass/thousand tonnes","Stock synthesis","No",-0.00235789471633159,-0.0706711927011454,0.0659554032684822,0.0230808587246123,1.81034981285582e-10,0.153157894910517,1,20
"874",2107," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Gadiformes","Gadidae","Theragra","chalcogramma",NA,"(Pallas, 1814)","Alaska pollock / Walleye pollock","Pacific coast of Hokkaido, Japan","Japan","Asia",43,147,TRUE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Spawning stock biomass/tonnes","SPA","No",0.0585665818490246,-0.0229108197428562,0.140043983440905,0.0207368814145084,3.34515492225924e-18,-0.0485665818490245,1,13
"875",2108," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Gadiformes","Gadidae","Theragra","chalcogramma",NA,"(Pallas, 1814)","Alaska pollock / Walleye pollock","West Bering Sea","Russian Federation","Asia",61,177,TRUE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Spawning stock biomass/tonnes","SPA","No",0.0445502642264965,-0.0521175482605038,0.141218076713497,0.0340549048551703,2.00926393187211e-09,0.189153454680033,1,15
"876",2109," Myers, R. Ransom Myers' Stock Recruitment Database.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/, Imperial College,.","Actinopterygii","Perciformes","Scombridae","Thunnus","albacares",NA,"(Bonnaterre, 1788)","Yellowfin tuna","Eastern Pacific Ocean","International Waters","International Waters",50,-130,FALSE,"Marine","Unknown","Pacific north temperate","Yes","No","No","Spawning stock biomass/tonnes x 10^3","SPA","No",0.0337775736554564,-0.0402382841926744,0.107793431503587,0.0228169396171053,3.64105991891167e-10,0.204163600105402,1,17
"877",2112," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopterygii","Perciformes","Carangidae","Trachurus","murphyi",NA,"Nichols, 1920","South pacific horse mackerel / Chilean jack mackerel","South Pacific Ocean","International Waters","International Waters",-30,-90,FALSE,"Marine","Unknown","Tropical and subtropical Indo-Pacific","Yes","No","No","Spawning stock biomass/tonnes","SPA","No",0.00774357839158899,-0.159805260565356,0.175292417348534,0.0657677843587898,6.20432931363583e-10,0.00225642523685152,1,10
"878",2125,"Environment Canada (2015). North American Breeding Bird Survey - Canadian Trends Website. Data-version 2014. from http://www.ec.gc.ca/ron-bbs/P001/A001/?lang=e.","Aves","Charadriiformes","Laridae","Larus","californicus",NA,"Lawrence, 1854","California gull","Canada","Canada","North America",60,-96,FALSE,"Marine","Unknown","Arctic","Yes","No","No","Annual index of population change","Annual road count - breeding birds","No",0.0237605309407979,0.0091932832331623,0.0383277786484336,0.00204272613722736,0.00157303816890264,0.0760028944356182,1,39
